2026-09-10 11:46:45 | INFO    | PipelineLogger.write | ARQUIVO...............: app.publish\Application Files\OuroNetWinServiceLinkPagamento_1_0_0_0\OuroNet.Server.ServiceInterfaces.dll.deploy
2026-09-10 11:46:45 | INFO    | PipelineLogger.write | ARQUIVO...............: app.publish\Application Files\OuroNetWinServiceLinkPagamento_1_0_0_0\OuroNetWinServiceLinkPagamento.exe.config.deploy
2026-09-10 11:46:45 | INFO    | PipelineLogger.write | ARQUIVO...............: app.publish\Application Files\OuroNetWinServiceLinkPagamento_1_0_0_0\OuroNetWinServiceLinkPagamento.exe.deploy
2026-09-10 11:46:45 | INFO    | PipelineLogger.write | ARQUIVO...............: app.publish\Application Files\OuroNetWinServiceLinkPagamento_1_0_0_0\OuroNetWinServiceLinkPagamento.exe.manifest
2026-09-10 11:46:45 | INFO    | PipelineLogger.write | ARQUIVO...............: app.publish\Application Files\OuroNetWinServiceLinkPagamento_1_0_0_0\protobuf-net.dll.deploy
2026-09-10 11:46:45 | INFO    | PipelineLogger.write | ARQUIVO...............: app.publish\Application Files\OuroNetWinServiceLinkPagamento_1_0_0_0\Quartz.dll.deploy
2026-09-10 11:46:45 | INFO    | PipelineLogger.write | ARQUIVO...............: app.publish\Application Files\OuroNetWinServiceLinkPagamento_1_0_0_0\System.Buffers.dll.deploy
2026-09-10 11:46:45 | INFO    | PipelineLogger.write | ARQUIVO...............: app.publish\Application Files\OuroNetWinServiceLinkPagamento_1_0_0_0\System.Diagnostics.DiagnosticSource.dll.deploy
2026-09-10 11:46:45 | INFO    | PipelineLogger.write | ARQUIVO...............: app.publish\Application Files\OuroNetWinServiceLinkPagamento_1_0_0_0\System.Formats.Asn1.dll.deploy
2026-09-10 11:46:46 | INFO    | PipelineLogger.write | ARQUIVO...............: app.publish\Application Files\OuroNetWinServiceLinkPagamento_1_0_0_0\System.Memory.dll.deploy
2026-09-10 11:46:46 | INFO    | PipelineLogger.write | ARQUIVO...............: app.publish\Application Files\OuroNetWinServiceLinkPagamento_1_0_0_0\System.Numerics.Vectors.dll.deploy
2026-09-10 11:46:46 | INFO    | PipelineLogger.write | ARQUIVO...............: app.publish\Application Files\OuroNetWinServiceLinkPagamento_1_0_0_0\System.Runtime.CompilerServices.Unsafe.dll.deploy
2026-09-10 11:46:46 | INFO    | PipelineLogger.write | ARQUIVO...............: app.publish\Application Files\OuroNetWinServiceLinkPagamento_1_0_0_0\System.Threading.Tasks.Extensions.dll.deploy
2026-09-10 11:46:46 | INFO    | PipelineLogger.write | ARQUIVO...............: app.publish\OuroNetWinServiceLinkPagamento.application
2026-09-10 11:46:47 | INFO    | PipelineLogger.write | ARQUIVO...............: app.publish\OuroNetWinServiceLinkPagamento.exe
2026-09-10 11:46:47 | INFO    | PipelineLogger.write | ARQUIVO...............: app.publish\setup.exe
2026-09-10 11:46:48 | INFO    | PipelineLogger.write | ARQUIVO...............: arm64\libSkiaSharp.dll
2026-09-10 11:46:48 | INFO    | PipelineLogger.write | ARQUIVO...............: arm64\libSkiaSharp.so
2026-09-10 11:46:48 | INFO    | PipelineLogger.write | ARQUIVO...............: arm\libSkiaSharp.so
2026-09-10 11:46:48 | INFO    | PipelineLogger.write | ARQUIVO...............: BouncyCastle.Crypto.dll
2026-09-10 11:46:48 | INFO    | PipelineLogger.write | ARQUIVO...............: BouncyCastle.Crypto.xml
2026-09-10 11:46:48 | INFO    | PipelineLogger.write | ARQUIVO...............: BouncyCastle.Cryptography.dll
2026-09-10 11:46:49 | INFO    | PipelineLogger.write | ARQUIVO...............: BouncyCastle.Cryptography.xml
2026-09-10 11:46:49 | INFO    | PipelineLogger.write | ARQUIVO...............: connectionStrings.config
2026-09-10 11:46:49 | INFO    | PipelineLogger.write | ARQUIVO...............: custom.configuration.server.config
2026-09-10 11:46:49 | INFO    | PipelineLogger.write | ARQUIVO...............: Custom.Framework.CommonFileDialogs.dll
2026-09-10 11:46:49 | INFO    | PipelineLogger.write | ARQUIVO...............: Custom.Framework.dll
2026-09-10 11:46:49 | INFO    | PipelineLogger.write | ARQUIVO...............: Custom.Framework.Entities.dll
2026-09-10 11:46:49 | INFO    | PipelineLogger.write | ARQUIVO...............: Custom.Framework.Entities.xml
2026-09-10 11:46:49 | INFO    | PipelineLogger.write | ARQUIVO...............: Custom.Framework.Services.dll
2026-09-10 11:46:49 | INFO    | PipelineLogger.write | ARQUIVO...............: Custom.Framework.Services.xml
2026-09-10 11:46:49 | INFO    | PipelineLogger.write | ARQUIVO...............: Custom.Framework.xml
2026-09-10 11:46:50 | INFO    | PipelineLogger.write | ARQUIVO...............: Custom.Utilities.Security.EncryptionNET.dll
2026-09-10 11:46:50 | INFO    | PipelineLogger.write | ARQUIVO...............: DevExpress.Charts.v23.2.Core.dll
2026-09-10 11:46:50 | INFO    | PipelineLogger.write | ARQUIVO...............: DevExpress.Charts.v23.2.Core.xml
2026-09-10 11:46:50 | INFO    | PipelineLogger.write | ARQUIVO...............: DevExpress.CodeParser.v23.2.dll
2026-09-10 11:46:50 | INFO    | PipelineLogger.write | ARQUIVO...............: DevExpress.Data.Desktop.v23.2.dll
